clean_text,sentiment_label
thanks attention ive flying southwest year havent issue past,2
thx responding cant watch min film wout cutting prolonged prds time beyond frustrating,0
ala pretty full entertain witty repartee,0
ohi already turned itover apparently losing someone bag honeymoon doesnt require accountability,0
fails save day,1
ua cancelled flightled im waiting customer service,0
well deserved,2
nice wonder pick respond maybe happy customer easier wonder many left,0
flight delayed hour pilot spend hour phone get ep agent phone,0
traveling lax clt hts rebooked tomorrow due travel advisory,1
recieved email memphis station hopefully bag,0
response incredible truly amazed step taken enhance customer relation big thank,2
late flight bag check lost business missed flight apt three people flight exp,0
doesnt daughter booked gold member mile get upgrade list flight tomorrow,0
absolutely sick wifi,0
also said couldnt even book flight put hold amp someone else,0
little vino wouldnt hurt,1
also hold minute customer service find new flight scheduled bc site suck,0
getting extremely frustrated w phoneonline service merging frequent flyer mile,0
even call havent able help u anyway,0
love guy pls get direct route la au,2
hold two hour got hung oh god,0
dont want jetblue tv want jetblue wifi,0
better keep connection ord fwa board ten minute open get plane landed hour late flight,0
yes nvr fly w missed con flight bc coffeemaker ft couldnt see father put coma,0
dcabos cancelled flightled making u wait hour fly usair every week upgrade status proactively,0
jacked cousin trip portland cancelled flightled return trip united,0
stuck sju several hour one answering really tough luv sw response bad,0
considering currently gold make jump upcoming flight sfo singapore,0
learn hold connection texted another flight late flightr connection hasnt left pulling gate,0
miserable trip lost bag sat found mon lost shipping nd day ground tues might return flight home,0
flt delayed maintenance thats fixed cant board flight crew didnt stay boarding area,0
aye nothing automated system doesnt work properly anyway got somebody,0
well saying flight going cancelled flighted amp changing earlier missed chance get tomorrow,0
thanks getting boston early breaking barrier clean energy future,2
responding athlete,0
want get home wednesday joke hr cancelled flightlations delay enough,0
bf stuck clt day lounge offering free weather suck amp want cry tequila shot,0
great landing denver next rapid city snow starting fallflorida everglades faint sunburn awayhere come cold,2
terminal lhr aaba doesnt say boarding pas,1
twitter team guy killed rescheduling asap thank,2
coupled selfservice policiescost cutting exacerbates noted issue,0
customer service nightmare hold hour im platinum member aa feel like worthless,0
thank,2
customer service rep could confirm bag amp gave different info ruined event today,0
yes waited line almost hour passenger left wanting wait past,0
hour late flightr flight cancelled flightled got ta work internal communication skill,0
sister flight cancld cant get agent theyve called back put hold amp discnctany help,0
get honest update departure flite plane infant child,0
land,1
survey long fly lot segment ill fill every trip take minute,0
thanks ill fill form one read responds,0
flight nassau jfk showing cancelled flightled yet assuming info,1
know reservation team hr callback time,0
bag hv posted board flight carsl switched carsl comedic watching passenger run frm othr,0
yes starting w flight getting home hour late flightr record locator bsuxlu,0
coworker conflict hotel issue trying share posted facebook page erased,0
hour hold customer service without anyone answering ridiculous,0
u feb hour plane u airway representative kim enters deteriorating picture unhelpful assurance,0
flight treatment passenger atrocious hour delay deplane given direction,0
flight still getting logan couldnt manage get one wasnt snowing,0
wish flew atlanta soon,1
worry loved flying guy thanks,2
thanks well touch,2
made flight please thank crew great time recovery,2
seat assignment min flightline people deep guess im sitting baggage,0
stuck runway hr min due weather phl nowhere find accurate info bos,0
understandable try flight booking problem several time passenger amp got message mentioned agent price,1
keep getting disconnected choosing option unused travel fund automated customer service line so,0
flight jfk charlotte charlotte birmingham previous flight hsv cancelled flightled,0
add austindallas love field route,1
another glitch,0
finally got call aa automated voice hung called back amp say itll hour,0
help reroute trip,1
want enter family pooling contest say website please enter still,1
flight cancelled flighted need file claim credit im entitled per yr bill right issued,0
seriously see ive spent day multiple hour hold hang hour,0
ive spent three hour talking different people couldnt help probably wont using jetblue,0
oops sorry done,1
yepfiled claim heathrow yesterday promised call morning update got nothing,0
travel advisory toronto today cant access anything regarding international travel website,0
